Dataset,Model,PacketLoss,Topology,Agents,Alpha,AttackType,Run,Accuracy,Precision,Recall,F1_score
CIC,Logistic Regression,0.1,random,5,0.3,Recon,2,0.3286,0.2841,0.4476,0.3476
CIC,Logistic Regression,0.1,random,5,0.3,Recon,3,0.3631,0.3664,0.3645,0.3654
CIC,Logistic Regression,0.1,random,5,0.3,Exploit,1,0.4113,0.293,0.5138,0.3732
CIC,Logistic Regression,0.1,random,5,0.3,Exploit,2,0.3745,0.3446,0.4196,0.3784
CIC,Logistic Regression,0.1,random,5,0.3,Exploit,3,0.3397,0.3169,0.3755,0.3437
CIC,Logistic Regression,0.1,random,5,0.5,DoS,1,0.4204,0.4765,0.3777,0.4214
CIC,Logistic Regression,0.1,random,5,0.5,DoS,2,0.4637,0.4296,0.4275,0.4286
CIC,Logistic Regression,0.1,random,5,0.5,DoS,3,0.4059,0.4025,0.3947,0.3986
CIC,Logistic Regression,0.1,random,5,0.5,Recon,1,0.4149,0.4532,0.4049,0.4277
CIC,Logistic Regression,0.1,random,5,0.5,Recon,2,0.3851,0.3837,0.406,0.3945
CIC,Logistic Regression,0.1,random,5,0.5,Recon,3,0.3992,0.3946,0.3927,0.3936
CIC,Logistic Regression,0.1,random,5,0.5,Exploit,1,0.379,0.3803,0.3606,0.3702
CIC,Logistic Regression,0.1,random,5,0.5,Exploit,2,0.3224,0.3609,0.323,0.3409
CIC,Logistic Regression,0.1,random,5,0.5,Exploit,3,0.3501,0.3466,0.3501,0.3484
CIC,Logistic Regression,0.1,random,5,1.0,DoS,1,0.3741,0.4245,0.3774,0.3996
CIC,Logistic Regression,0.1,random,5,1.0,DoS,2,0.4038,0.3863,0.4231,0.4039
CIC,Logistic Regression,0.1,random,5,1.0,DoS,3,0.4313,0.3839,0.4496,0.4142
CIC,Logistic Regression,0.1,random,5,1.0,Recon,1,0.3634,0.3342,0.4709,0.3909
CIC,Logistic Regression,0.1,random,5,1.0,Recon,2,0.3879,0.3832,0.3967,0.3898
CIC,Logistic Regression,0.1,random,5,1.0,Recon,3,0.4086,0.3963,0.383,0.3896
CIC,Logistic Regression,0.1,random,5,1.0,Exploit,1,0.3457,0.3282,0.4069,0.3633
CIC,Logistic Regression,0.1,random,5,1.0,Exploit,2,0.3787,0.4217,0.3531,0.3843
CIC,Logistic Regression,0.1,random,5,1.0,Exploit,3,0.3367,0.2914,0.4153,0.3425
CIC,Logistic Regression,0.1,random,8,0.3,DoS,1,0.3828,0.3694,0.3947,0.3816
CIC,Logistic Regression,0.1,random,8,0.3,DoS,2,0.374,0.4168,0.3583,0.3853
CIC,Logistic Regression,0.1,random,8,0.3,DoS,3,0.3469,0.3914,0.3637,0.3771
CIC,Logistic Regression,0.1,random,8,0.3,Recon,1,0.3729,0.3789,0.3728,0.3758
CIC,Logistic Regression,0.1,random,8,0.3,Recon,2,0.436,0.3752,0.4144,0.3938
CIC,Logistic Regression,0.1,random,8,0.3,Recon,3,0.3731,0.3283,0.4151,0.3666
CIC,Logistic Regression,0.1,random,8,0.3,Exploit,1,0.3535,0.3213,0.3698,0.3439
CIC,Logistic Regression,0.1,random,8,0.3,Exploit,2,0.3891,0.3497,0.3891,0.3683
CIC,Logistic Regression,0.1,random,8,0.3,Exploit,3,0.392,0.4205,0.3423,0.3774
CIC,Logistic Regression,0.1,random,8,0.5,DoS,1,0.4293,0.369,0.5022,0.4255
CIC,Logistic Regression,0.1,random,8,0.5,DoS,2,0.3806,0.3956,0.3885,0.392
CIC,Logistic Regression,0.1,random,8,0.5,DoS,3,0.4053,0.459,0.3584,0.4025
CIC,Logistic Regression,0.1,random,8,0.5,Recon,1,0.3928,0.3842,0.3984,0.3912
CIC,Logistic Regression,0.1,random,8,0.5,Recon,2,0.4088,0.3985,0.3725,0.3851
CIC,Logistic Regression,0.1,random,8,0.5,Recon,3,0.4217,0.419,0.4008,0.4097
CIC,Logistic Regression,0.1,random,8,0.5,Exploit,1,0.3766,0.3551,0.3604,0.3577
CIC,Logistic Regression,0.1,random,8,0.5,Exploit,2,0.4058,0.3943,0.3818,0.388
CIC,Logistic Regression,0.1,random,8,0.5,Exploit,3,0.391,0.4184,0.3521,0.3824
CIC,Logistic Regression,0.1,random,8,1.0,DoS,1,0.3513,0.4197,0.4001,0.4097
CIC,Logistic Regression,0.1,random,8,1.0,DoS,2,0.4456,0.3113,0.6489,0.4207
CIC,Logistic Regression,0.1,random,8,1.0,DoS,3,0.399,0.4361,0.4084,0.4218
CIC,Logistic Regression,0.1,random,8,1.0,Recon,1,0.3783,0.4254,0.3504,0.3843
CIC,Logistic Regression,0.1,random,8,1.0,Recon,2,0.4368,0.4286,0.4287,0.4286
CIC,Logistic Regression,0.1,random,8,1.0,Recon,3,0.3992,0.4232,0.4154,0.4193
CIC,Logistic Regression,0.1,random,8,1.0,Exploit,1,0.3561,0.3823,0.3844,0.3834
CIC,Logistic Regression,0.1,random,8,1.0,Exploit,2,0.4011,0.3589,0.4064,0.3812
CIC,Logistic Regression,0.1,random,8,1.0,Exploit,3,0.3836,0.377,0.3944,0.3855
CIC,Logistic Regression,0.2,ring,5,0.3,DoS,1,0.3292,0.3669,0.3316,0.3483
CIC,Logistic Regression,0.2,ring,5,0.3,DoS,2,0.3239,0.3625,0.3018,0.3294
CIC,Logistic Regression,0.2,ring,5,0.3,DoS,3,0.3335,0.3371,0.3114,0.3237
CIC,Logistic Regression,0.2,ring,5,0.3,Recon,1,0.3169,0.3089,0.2955,0.302
CIC,Logistic Regression,0.2,ring,5,0.3,Recon,2,0.3035,0.3496,0.3136,0.3306
CIC,Logistic Regression,0.2,ring,5,0.3,Recon,3,0.3206,0.3209,0.3396,0.33
CIC,Logistic Regression,0.2,ring,5,0.3,Exploit,1,0.3687,0.3724,0.2931,0.3281
CIC,Logistic Regression,0.2,ring,5,0.3,Exploit,2,0.3418,0.3314,0.3381,0.3347
CIC,Logistic Regression,0.2,ring,5,0.3,Exploit,3,0.3292,0.3301,0.3229,0.3265
CIC,Logistic Regression,0.2,ring,5,0.5,DoS,1,0.3578,0.3706,0.3742,0.3724
CIC,Logistic Regression,0.2,ring,5,0.5,DoS,2,0.3548,0.3728,0.3366,0.3538
CIC,Logistic Regression,0.2,ring,5,0.5,DoS,3,0.3586,0.3852,0.347,0.3651
CIC,Logistic Regression,0.2,ring,5,0.5,Recon,1,0.327,0.3627,0.3407,0.3513
CIC,Logistic Regression,0.2,ring,5,0.5,Recon,2,0.3292,0.3466,0.378,0.3616
CIC,Logistic Regression,0.2,ring,5,0.5,Recon,3,0.3289,0.2937,0.3621,0.3243
CIC,Logistic Regression,0.2,ring,5,0.5,Exploit,1,0.3386,0.3158,0.3367,0.3259
CIC,Logistic Regression,0.2,ring,5,0.5,Exploit,2,0.3435,0.3446,0.3261,0.3351
CIC,Logistic Regression,0.2,ring,5,0.5,Exploit,3,0.3507,0.276,0.4401,0.3392
CIC,Logistic Regression,0.2,ring,5,1.0,DoS,1,0.3372,0.3384,0.3362,0.3373
CIC,Logistic Regression,0.2,ring,5,1.0,DoS,2,0.3925,0.4213,0.3556,0.3857
CIC,Logistic Regression,0.2,ring,5,1.0,DoS,3,0.3525,0.377,0.349,0.3625
CIC,Logistic Regression,0.2,ring,5,1.0,Recon,1,0.341,0.3796,0.3247,0.35
CIC,Logistic Regression,0.2,ring,5,1.0,Recon,2,0.344,0.3824,0.3438,0.3621
CIC,Logistic Regression,0.2,ring,5,1.0,Recon,3,0.3677,0.3856,0.3458,0.3646
CIC,Logistic Regression,0.2,ring,5,1.0,Exploit,1,0.3202,0.3028,0.3591,0.3286
CIC,Logistic Regression,0.2,ring,5,1.0,Exploit,2,0.3597,0.3195,0.3825,0.3481
CIC,Logistic Regression,0.2,ring,5,1.0,Exploit,3,0.3237,0.3153,0.3277,0.3214
CIC,Logistic Regression,0.2,ring,8,0.3,DoS,1,0.4217,0.3454,0.4392,0.3867
CIC,Logistic Regression,0.2,ring,8,0.3,DoS,2,0.355,0.3646,0.3407,0.3522
CIC,Logistic Regression,0.2,ring,8,0.3,DoS,3,0.3858,0.3521,0.3614,0.3567
CIC,Logistic Regression,0.2,ring,8,0.3,Recon,1,0.3132,0.3571,0.2951,0.3232
CIC,Logistic Regression,0.2,ring,8,0.3,Recon,2,0.3421,0.2969,0.3691,0.3291
CIC,Logistic Regression,0.2,ring,8,0.3,Recon,3,0.3478,0.3494,0.354,0.3517
CIC,Logistic Regression,0.2,ring,8,0.3,Exploit,1,0.2716,0.2964,0.3105,0.3033
CIC,Logistic Regression,0.2,ring,8,0.3,Exploit,2,0.3328,0.3131,0.2998,0.3063
CIC,Logistic Regression,0.2,ring,8,0.3,Exploit,3,0.3918,0.3445,0.3816,0.3621
CIC,Logistic Regression,0.2,ring,8,0.5,DoS,1,0.3774,0.3641,0.3733,0.3687
CIC,Logistic Regression,0.2,ring,8,0.5,DoS,2,0.3578,0.3692,0.3627,0.3659
CIC,Logistic Regression,0.2,ring,8,0.5,DoS,3,0.3656,0.2977,0.4074,0.344
CIC,Logistic Regression,0.2,ring,8,0.5,Recon,1,0.3421,0.323,0.3608,0.3408
CIC,Logistic Regression,0.2,ring,8,0.5,Recon,2,0.3439,0.3623,0.3517,0.3569
CIC,Logistic Regression,0.2,ring,8,0.5,Recon,3,0.3782,0.4108,0.3258,0.3634
CIC,Logistic Regression,0.2,ring,8,0.5,Exploit,1,0.3755,0.3869,0.3189,0.3496
CIC,Logistic Regression,0.2,ring,8,0.5,Exploit,2,0.3555,0.3622,0.328,0.3442
CIC,Logistic Regression,0.2,ring,8,0.5,Exploit,3,0.2926,0.3396,0.3,0.3185
CIC,Logistic Regression,0.2,ring,8,1.0,DoS,1,0.3834,0.4022,0.3309,0.3631
CIC,Logistic Regression,0.2,ring,8,1.0,DoS,2,0.3744,0.3892,0.4058,0.3973
CIC,Logistic Regression,0.2,ring,8,1.0,DoS,3,0.373,0.3745,0.3684,0.3714
CIC,Logistic Regression,0.2,ring,8,1.0,Recon,1,0.3794,0.3612,0.3835,0.372
CIC,Logistic Regression,0.2,ring,8,1.0,Recon,2,0.3407,0.3537,0.3277,0.3402
CIC,Logistic Regression,0.2,ring,8,1.0,Recon,3,0.3402,0.3367,0.3511,0.3438
CIC,Logistic Regression,0.2,ring,8,1.0,Exploit,1,0.3453,0.3941,0.3004,0.3409
CIC,Logistic Regression,0.2,ring,8,1.0,Exploit,2,0.3418,0.2784,0.441,0.3413
CIC,Logistic Regression,0.2,ring,8,1.0,Exploit,3,0.3701,0.3205,0.3645,0.3411
CIC,Logistic Regression,0.2,fully,5,0.3,DoS,1,0.3672,0.4012,0.3307,0.3625
CIC,Logistic Regression,0.2,fully,5,0.3,DoS,2,0.3657,0.3629,0.3683,0.3656
CIC,Logistic Regression,0.2,fully,5,0.3,DoS,3,0.37,0.3212,0.4989,0.3908
CIC,Logistic Regression,0.2,fully,5,0.3,Recon,1,0.3507,0.3373,0.3364,0.3369
CIC,Logistic Regression,0.2,fully,5,0.3,Recon,2,0.3729,0.3406,0.3644,0.3521
CIC,Logistic Regression,0.2,fully,5,0.3,Recon,3,0.3798,0.366,0.3551,0.3605
CIC,Logistic Regression,0.2,fully,5,0.3,Exploit,1,0.354,0.3222,0.3578,0.3391
CIC,Logistic Regression,0.2,fully,5,0.3,Exploit,2,0.3661,0.3367,0.3366,0.3367
CIC,Logistic Regression,0.2,fully,5,0.3,Exploit,3,0.283,0.2557,0.3577,0.2982
CIC,Logistic Regression,0.2,fully,5,0.5,DoS,1,0.3446,0.3669,0.3825,0.3746
CIC,Logistic Regression,0.2,fully,5,0.5,DoS,2,0.4165,0.3394,0.3953,0.3652
CIC,Logistic Regression,0.2,fully,5,0.5,DoS,3,0.4002,0.3947,0.4202,0.407
CIC,Logistic Regression,0.2,fully,5,0.5,Recon,1,0.3548,0.2855,0.4287,0.3428
CIC,Logistic Regression,0.2,fully,5,0.5,Recon,2,0.313,0.3425,0.3476,0.345
CIC,Logistic Regression,0.2,fully,5,0.5,Recon,3,0.356,0.353,0.3442,0.3486
CIC,Logistic Regression,0.2,fully,5,0.5,Exploit,1,0.379,0.3166,0.4072,0.3563
CIC,Logistic Regression,0.2,fully,5,0.5,Exploit,2,0.3387,0.357,0.3209,0.338
CIC,Logistic Regression,0.2,fully,5,0.5,Exploit,3,0.337,0.3199,0.3394,0.3294
CIC,Logistic Regression,0.2,fully,5,1.0,DoS,1,0.4299,0.395,0.4035,0.3992
CIC,Logistic Regression,0.2,fully,5,1.0,DoS,2,0.4203,0.3974,0.4131,0.4051
CIC,Logistic Regression,0.2,fully,5,1.0,DoS,3,0.4009,0.4778,0.3731,0.419
CIC,Logistic Regression,0.2,fully,5,1.0,Recon,1,0.3394,0.4006,0.3205,0.3561
CIC,Logistic Regression,0.2,fully,5,1.0,Recon,2,0.3592,0.3356,0.3661,0.3502
CIC,Logistic Regression,0.2,fully,5,1.0,Recon,3,0.3561,0.3489,0.3903,0.3685
CIC,Logistic Regression,0.2,fully,5,1.0,Exploit,1,0.3973,0.3229,0.3804,0.3493
CIC,Logistic Regression,0.2,fully,5,1.0,Exploit,2,0.3564,0.3911,0.3412,0.3645
CIC,Logistic Regression,0.2,fully,5,1.0,Exploit,3,0.3056,0.3358,0.3815,0.3572
CIC,Logistic Regression,0.2,fully,8,0.3,DoS,1,0.3166,0.295,0.4282,0.3493
CIC,Logistic Regression,0.2,fully,8,0.3,DoS,2,0.3548,0.3918,0.3196,0.3521
CIC,Logistic Regression,0.2,fully,8,0.3,DoS,3,0.4054,0.4017,0.3778,0.3894
CIC,Logistic Regression,0.2,fully,8,0.3,Recon,1,0.3517,0.3522,0.3221,0.3365
CIC,Logistic Regression,0.2,fully,8,0.3,Recon,2,0.3534,0.3581,0.3261,0.3414
CIC,Logistic Regression,0.2,fully,8,0.3,Recon,3,0.3222,0.3081,0.3837,0.3418
CIC,Logistic Regression,0.2,fully,8,0.3,Exploit,1,0.3257,0.3511,0.332,0.3413
CIC,Logistic Regression,0.2,fully,8,0.3,Exploit,2,0.3535,0.3575,0.3248,0.3404
CIC,Logistic Regression,0.2,fully,8,0.3,Exploit,3,0.3466,0.4016,0.3316,0.3633
CIC,Logistic Regression,0.2,fully,8,0.5,DoS,1,0.4318,0.3943,0.4275,0.4103
CIC,Logistic Regression,0.2,fully,8,0.5,DoS,2,0.3503,0.3737,0.3992,0.386
CIC,Logistic Regression,0.2,fully,8,0.5,DoS,3,0.4093,0.3356,0.4444,0.3824
CIC,Logistic Regression,0.2,fully,8,0.5,Recon,1,0.3955,0.3638,0.415,0.3878
CIC,Logistic Regression,0.2,fully,8,0.5,Recon,2,0.3707,0.3353,0.3752,0.3541
CIC,Logistic Regression,0.2,fully,8,0.5,Recon,3,0.3606,0.4166,0.3239,0.3644
CIC,Logistic Regression,0.2,fully,8,0.5,Exploit,1,0.3859,0.3729,0.3671,0.37
CIC,Logistic Regression,0.2,fully,8,0.5,Exploit,2,0.346,0.3468,0.3498,0.3483
CIC,Logistic Regression,0.2,fully,8,0.5,Exploit,3,0.3565,0.3623,0.3247,0.3425
CIC,Logistic Regression,0.2,fully,8,1.0,DoS,1,0.4372,0.45,0.3664,0.4039
CIC,Logistic Regression,0.2,fully,8,1.0,DoS,2,0.3772,0.4006,0.3788,0.3894
CIC,Logistic Regression,0.2,fully,8,1.0,DoS,3,0.4287,0.3774,0.4151,0.3954
CIC,Logistic Regression,0.2,fully,8,1.0,Recon,1,0.4044,0.3739,0.3872,0.3805
CIC,Logistic Regression,0.2,fully,8,1.0,Recon,2,0.3748,0.282,0.4358,0.3424
CIC,Logistic Regression,0.2,fully,8,1.0,Recon,3,0.3495,0.3834,0.3687,0.3759
CIC,Logistic Regression,0.2,fully,8,1.0,Exploit,1,0.3886,0.4248,0.3194,0.3647
CIC,Logistic Regression,0.2,fully,8,1.0,Exploit,2,0.3602,0.3544,0.3817,0.3675
CIC,Logistic Regression,0.2,fully,8,1.0,Exploit,3,0.3501,0.3408,0.3257,0.3331
CIC,Logistic Regression,0.2,random,5,0.3,DoS,1,0.3096,0.3115,0.3539,0.3314
CIC,Logistic Regression,0.2,random,5,0.3,DoS,2,0.2988,0.3421,0.3389,0.3405
CIC,Logistic Regression,0.2,random,5,0.3,DoS,3,0.3604,0.3868,0.3441,0.3642
CIC,Logistic Regression,0.2,random,5,0.3,Recon,1,0.3262,0.2679,0.3352,0.2978
CIC,Logistic Regression,0.2,random,5,0.3,Recon,2,0.2701,0.2829,0.3046,0.2933
CIC,Logistic Regression,0.2,random,5,0.3,Recon,3,0.3565,0.3268,0.37,0.3471
CIC,Logistic Regression,0.2,random,5,0.3,Exploit,1,0.3363,0.3886,0.2921,0.3335
CIC,Logistic Regression,0.2,random,5,0.3,Exploit,2,0.3627,0.2861,0.3916,0.3306
CIC,Logistic Regression,0.2,random,5,0.3,Exploit,3,0.3142,0.2968,0.3324,0.3136
CIC,Logistic Regression,0.2,random,5,0.5,DoS,1,0.366,0.3534,0.34,0.3466
CIC,Logistic Regression,0.2,random,5,0.5,DoS,2,0.3801,0.3267,0.4383,0.3744
CIC,Logistic Regression,0.2,random,5,0.5,DoS,3,0.3715,0.3248,0.4611,0.3811
CIC,Logistic Regression,0.2,random,5,0.5,Recon,1,0.3716,0.3713,0.3554,0.3631
CIC,Logistic Regression,0.2,random,5,0.5,Recon,2,0.3915,0.3919,0.3648,0.3779
CIC,Logistic Regression,0.2,random,5,0.5,Recon,3,0.3748,0.3842,0.3973,0.3907
CIC,Logistic Regression,0.2,random,5,0.5,Exploit,1,0.3363,0.3596,0.3342,0.3464
CIC,Logistic Regression,0.2,random,5,0.5,Exploit,2,0.3414,0.3938,0.276,0.3245
CIC,Logistic Regression,0.2,random,5,0.5,Exploit,3,0.3288,0.3565,0.3055,0.329
CIC,Logistic Regression,0.2,random,5,1.0,DoS,1,0.3511,0.3931,0.3607,0.3762
CIC,Logistic Regression,0.2,random,5,1.0,DoS,2,0.4012,0.4427,0.3411,0.3853
CIC,Logistic Regression,0.2,random,5,1.0,DoS,3,0.3668,0.3591,0.3909,0.3744
CIC,Logistic Regression,0.2,random,5,1.0,Recon,1,0.3749,0.3449,0.3683,0.3562
CIC,Logistic Regression,0.2,random,5,1.0,Recon,2,0.3281,0.3599,0.3116,0.334
CIC,Logistic Regression,0.2,random,5,1.0,Recon,3,0.3961,0.3318,0.4071,0.3657
CIC,Logistic Regression,0.2,random,5,1.0,Exploit,1,0.3403,0.3975,0.3438,0.3687
CIC,Logistic Regression,0.2,random,5,1.0,Exploit,2,0.3307,0.3746,0.3511,0.3624
CIC,Logistic Regression,0.2,random,5,1.0,Exploit,3,0.3611,0.3606,0.3393,0.3496
CIC,Logistic Regression,0.2,random,8,0.3,DoS,1,0.3923,0.3714,0.3543,0.3627
CIC,Logistic Regression,0.2,random,8,0.3,DoS,2,0.4079,0.2924,0.5361,0.3784
CIC,Logistic Regression,0.2,random,8,0.3,DoS,3,0.3704,0.305,0.432,0.3575
CIC,Logistic Regression,0.2,random,8,0.3,Recon,1,0.3691,0.3261,0.3986,0.3587
CIC,Logistic Regression,0.2,random,8,0.3,Recon,2,0.3572,0.3061,0.3493,0.3263
CIC,Logistic Regression,0.2,random,8,0.3,Recon,3,0.295,0.3457,0.3191,0.3319
CIC,Logistic Regression,0.2,random,8,0.3,Exploit,1,0.3551,0.376,0.3415,0.3579
CIC,Logistic Regression,0.2,random,8,0.3,Exploit,2,0.3693,0.2963,0.395,0.3386
CIC,Logistic Regression,0.2,random,8,0.3,Exploit,3,0.3154,0.319,0.3315,0.3251
CIC,Logistic Regression,0.2,random,8,0.5,DoS,1,0.3725,0.3871,0.3476,0.3663
CIC,Logistic Regression,0.2,random,8,0.5,DoS,2,0.395,0.3845,0.385,0.3848
CIC,Logistic Regression,0.2,random,8,0.5,DoS,3,0.3463,0.4356,0.3196,0.3687
CIC,Logistic Regression,0.2,random,8,0.5,Recon,1,0.3606,0.415,0.3403,0.3739
CIC,Logistic Regression,0.2,random,8,0.5,Recon,2,0.4099,0.4183,0.3626,0.3884
CIC,Logistic Regression,0.2,random,8,0.5,Recon,3,0.3514,0.3489,0.3622,0.3554
CIC,Logistic Regression,0.2,random,8,0.5,Exploit,1,0.3585,0.3929,0.3169,0.3509
CIC,Logistic Regression,0.2,random,8,0.5,Exploit,2,0.3514,0.3561,0.3098,0.3313
CIC,Logistic Regression,0.2,random,8,0.5,Exploit,3,0.3507,0.3772,0.335,0.3548
CIC,Logistic Regression,0.2,random,8,1.0,DoS,1,0.3405,0.345,0.4014,0.3711
CIC,Logistic Regression,0.2,random,8,1.0,DoS,2,0.3798,0.3861,0.3911,0.3886
CIC,Logistic Regression,0.2,random,8,1.0,DoS,3,0.3683,0.3032,0.3886,0.3407
CIC,Logistic Regression,0.2,random,8,1.0,Recon,1,0.3275,0.3658,0.3448,0.355
CIC,Logistic Regression,0.2,random,8,1.0,Recon,2,0.3924,0.3823,0.391,0.3866
CIC,Logistic Regression,0.2,random,8,1.0,Recon,3,0.398,0.4454,0.3628,0.3999
CIC,Logistic Regression,0.2,random,8,1.0,Exploit,1,0.3566,0.3363,0.3565,0.3461
CIC,Logistic Regression,0.2,random,8,1.0,Exploit,2,0.3832,0.3416,0.3661,0.3534
CIC,Logistic Regression,0.2,random,8,1.0,Exploit,3,0.3648,0.4223,0.3037,0.3533
TON,Logistic Regression,0.0,ring,5,0.3,DoS,1,0.5213,0.5125,0.4915,0.5018
TON,Logistic Regression,0.0,ring,5,0.3,DoS,2,0.4749,0.4385,0.4929,0.4641
TON,Logistic Regression,0.0,ring,5,0.3,DoS,3,0.4641,0.491,0.4886,0.4898
TON,Logistic Regression,0.0,ring,5,0.3,Recon,1,0.4045,0.3918,0.4879,0.4346
TON,Logistic Regression,0.0,ring,5,0.3,Recon,2,0.4585,0.4904,0.4272,0.4566
TON,Logistic Regression,0.0,ring,5,0.3,Recon,3,0.4179,0.4154,0.427,0.4211
TON,Logistic Regression,0.0,ring,5,0.3,Exploit,1,0.4735,0.4327,0.53,0.4764
TON,Logistic Regression,0.0,ring,5,0.3,Exploit,2,0.4822,0.4841,0.4578,0.4706
TON,Logistic Regression,0.0,ring,5,0.3,Exploit,3,0.4625,0.4566,0.4372,0.4467
TON,Logistic Regression,0.0,ring,5,0.5,DoS,1,0.4517,0.5042,0.4541,0.4779
TON,Logistic Regression,0.0,ring,5,0.5,DoS,2,0.4827,0.5003,0.4897,0.4949
TON,Logistic Regression,0.0,ring,5,0.5,DoS,3,0.469,0.471,0.5099,0.4897
TON,Logistic Regression,0.0,ring,5,0.5,Recon,1,0.4739,0.4316,0.5033,0.4647
TON,Logistic Regression,0.0,ring,5,0.5,Recon,2,0.43,0.4741,0.4332,0.4527
TON,Logistic Regression,0.0,ring,5,0.5,Recon,3,0.4888,0.4428,0.4819,0.4615
TON,Logistic Regression,0.0,ring,5,0.5,Exploit,1,0.475,0.4586,0.4715,0.465
TON,Logistic Regression,0.0,ring,5,0.5,Exploit,2,0.4683,0.4271,0.4297,0.4284
TON,Logistic Regression,0.0,ring,5,0.5,Exploit,3,0.473,0.464,0.46,0.462
TON,Logistic Regression,0.0,ring,5,1.0,DoS,1,0.4889,0.4535,0.5916,0.5134
TON,Logistic Regression,0.0,ring,5,1.0,DoS,2,0.5304,0.4817,0.5266,0.5032
TON,Logistic Regression,0.0,ring,5,1.0,DoS,3,0.4788,0.4372,0.5711,0.4953
TON,Logistic Regression,0.0,ring,5,1.0,Recon,1,0.4351,0.4317,0.446,0.4388
TON,Logistic Regression,0.0,ring,5,1.0,Recon,2,0.4995,0.506,0.4452,0.4736
TON,Logistic Regression,0.0,ring,5,1.0,Recon,3,0.5015,0.4134,0.565,0.4774
TON,Logistic Regression,0.0,ring,5,1.0,Exploit,1,0.4981,0.4876,0.4694,0.4783
TON,Logistic Regression,0.0,ring,5,1.0,Exploit,2,0.4397,0.5128,0.4049,0.4525
TON,Logistic Regression,0.0,ring,5,1.0,Exploit,3,0.4694,0.4306,0.5453,0.4812
TON,Logistic Regression,0.0,ring,8,0.3,DoS,1,0.5197,0.4949,0.5108,0.5027
TON,Logistic Regression,0.0,ring,8,0.3,DoS,2,0.5109,0.4804,0.4867,0.4836
TON,Logistic Regression,0.0,ring,8,0.3,DoS,3,0.4681,0.423,0.5453,0.4765
TON,Logistic Regression,0.0,ring,8,0.3,Recon,1,0.4372,0.4801,0.457,0.4683
TON,Logistic Regression,0.0,ring,8,0.3,Recon,2,0.4426,0.4317,0.4681,0.4491
TON,Logistic Regression,0.0,ring,8,0.3,Recon,3,0.4257,0.4205,0.46,0.4394
TON,Logistic Regression,0.0,ring,8,0.3,Exploit,1,0.4598,0.4858,0.4396,0.4616
TON,Logistic Regression,0.0,ring,8,0.3,Exploit,2,0.4278,0.4483,0.44,0.4441
TON,Logistic Regression,0.0,ring,8,0.3,Exploit,3,0.4222,0.4046,0.4652,0.4328
TON,Logistic Regression,0.0,ring,8,0.5,DoS,1,0.4922,0.4824,0.4728,0.4775
TON,Logistic Regression,0.0,ring,8,0.5,DoS,2,0.4668,0.4719,0.4704,0.4712
TON,Logistic Regression,0.0,ring,8,0.5,DoS,3,0.4711,0.4997,0.5005,0.5001
TON,Logistic Regression,0.0,ring,8,0.5,Recon,1,0.4766,0.4569,0.4552,0.4561
TON,Logistic Regression,0.0,ring,8,0.5,Recon,2,0.4658,0.4522,0.4319,0.4418
TON,Logistic Regression,0.0,ring,8,0.5,Recon,3,0.4592,0.4892,0.4573,0.4727
TON,Logistic Regression,0.0,ring,8,0.5,Exploit,1,0.4228,0.4146,0.5248,0.4632
TON,Logistic Regression,0.0,ring,8,0.5,Exploit,2,0.4721,0.4496,0.5128,0.4791
TON,Logistic Regression,0.0,ring,8,0.5,Exploit,3,0.4457,0.4019,0.4965,0.4442
TON,Logistic Regression,0.0,ring,8,1.0,DoS,1,0.5034,0.5054,0.4832,0.4941
TON,Logistic Regression,0.0,ring,8,1.0,DoS,2,0.5415,0.517,0.5029,0.5098
TON,Logistic Regression,0.0,ring,8,1.0,DoS,3,0.5116,0.4873,0.4906,0.489
TON,Logistic Regression,0.0,ring,8,1.0,Recon,1,0.5021,0.4613,0.5553,0.504
TON,Logistic Regression,0.0,ring,8,1.0,Recon,2,0.5097,0.5206,0.491,0.5054
TON,Logistic Regression,0.0,ring,8,1.0,Recon,3,0.4878,0.4702,0.4938,0.4817
TON,Logistic Regression,0.0,ring,8,1.0,Exploit,1,0.4728,0.4699,0.4725,0.4712
TON,Logistic Regression,0.0,ring,8,1.0,Exploit,2,0.5236,0.4808,0.4499,0.4648
TON,Logistic Regression,0.0,ring,8,1.0,Exploit,3,0.4333,0.4581,0.439,0.4483
TON,Logistic Regression,0.0,fully,5,0.3,DoS,1,0.5189,0.5051,0.5023,0.5037
TON,Logistic Regression,0.0,fully,5,0.3,DoS,2,0.5353,0.5184,0.507,0.5126
TON,Logistic Regression,0.0,fully,5,0.3,DoS,3,0.4714,0.5075,0.4203,0.4598
TON,Logistic Regression,0.0,fully,5,0.3,Recon,1,0.4778,0.4546,0.5342,0.4912
TON,Logistic Regression,0.0,fully,5,0.3,Recon,2,0.4829,0.4767,0.4777,0.4772
TON,Logistic Regression,0.0,fully,5,0.3,Recon,3,0.518,0.4383,0.5588,0.4913
TON,Logistic Regression,0.0,fully,5,0.3,Exploit,1,0.4358,0.459,0.4714,0.4651
TON,Logistic Regression,0.0,fully,5,0.3,Exploit,2,0.5015,0.4001,0.577,0.4725
TON,Logistic Regression,0.0,fully,5,0.3,Exploit,3,0.4402,0.4442,0.441,0.4426
TON,Logistic Regression,0.0,fully,5,0.5,DoS,1,0.5137,0.5222,0.533,0.5275
TON,Logistic Regression,0.0,fully,5,0.5,DoS,2,0.5156,0.5406,0.4693,0.5024
