Dataset,Topology,Alpha,Agents,bandwidth,latency,packet_loss,PacketLossSimulated,PacketLossScenario,SourceFile,Approach
unsw,FullyConnected,1,6,61.35309610891544,12.672773567061276,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_1.0_normal_dos_reconnaissance_loss30.csv,MARL
unsw,FullyConnected,1,6,81.76460818556056,43.39405152658104,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_1.0_normal_dos_reconnaissance_loss50.csv,MARL
unsw,FullyConnected,1,6,99.81412632773537,26.730380370534604,0,0,0,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_1.0_normal_exploits_loss0.csv,MARL
unsw,FullyConnected,1,6,74.0652825473301,15.03067754032755,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_1.0_normal_exploits_loss10.csv,MARL
unsw,FullyConnected,1,5,53.49817404104519,30.25321473005317,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_1.0_normal_exploits_loss30.csv,MARL
unsw,FullyConnected,1,6,66.45809554310297,27.396725658400065,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_1.0_normal_exploits_loss50.csv,MARL
unsw,FullyConnected,2,9,52.11875489483304,23.5162046501463,0,0,0,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_2.0_normal_dos_reconnaissance_loss0.csv,MARL
unsw,FullyConnected,2,8,67.51233144831352,20.248017062408184,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_2.0_normal_dos_reconnaissance_loss10.csv,MARL
unsw,FullyConnected,2,8,62.13235892554528,21.251207557831485,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_2.0_normal_dos_reconnaissance_loss30.csv,MARL
unsw,FullyConnected,2,9,91.9113771887374,23.86736759717989,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_2.0_normal_dos_reconnaissance_loss50.csv,MARL
unsw,FullyConnected,2,7,58.70510191529583,18.94600488877442,0,0,0,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_2.0_normal_exploits_loss0.csv,MARL
unsw,FullyConnected,2,8,57.824384192313,13.004672343467709,0.1,0.1,0.1,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_2.0_normal_exploits_loss10.csv,MARL
unsw,FullyConnected,2,8,73.63831018530963,10.219371568305032,0.3,0.3,0.3,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_2.0_normal_exploits_loss30.csv,MARL
unsw,FullyConnected,2,7,79.26181631827619,21.02717651532055,0.5,0.5,0.5,marl_xgb_FullyConnected_topology_unsw_traffic_metrics_2.0_normal_exploits_loss50.csv,MARL
cic,Random,0.1,7,84.073312331809,31.526192942818376,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_0.1_normal_dos_reconnaissance_loss0.csv,MARL
cic,Random,0.1,7,88.93316794961683,31.867822487196054,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_0.1_normal_dos_reconnaissance_loss10.csv,MARL
cic,Random,0.1,6,56.38286918788963,14.849907089117092,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_0.1_normal_dos_reconnaissance_loss30.csv,MARL
cic,Random,0.1,7,69.47602170191972,46.51685265681778,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_0.1_normal_dos_reconnaissance_loss50.csv,MARL
cic,Random,0.1,4,54.332566013592135,42.065766188983616,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_0.1_normal_exploits_loss0.csv,MARL
cic,Random,0.1,4,66.43538725787403,42.05188435664794,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_0.1_normal_exploits_loss10.csv,MARL
cic,Random,0.1,4,52.08864281647807,34.107408608907456,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_0.1_normal_exploits_loss30.csv,MARL
cic,Random,0.1,4,91.4595417407864,29.594147075141997,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_0.1_normal_exploits_loss50.csv,MARL
cic,Random,0.1,3,68.71445835748015,22.471362463417876,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_0.1_normal_fuzzers_loss0.csv,MARL
cic,Random,0.1,4,83.1186067911227,23.283799462669215,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_0.1_normal_fuzzers_loss10.csv,MARL
cic,Random,0.1,3,71.69945399912851,13.149798063762548,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_0.1_normal_fuzzers_loss30.csv,MARL
cic,Random,0.1,3,99.52395477317592,33.012924982809366,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_0.1_normal_fuzzers_loss50.csv,MARL
cic,Random,0.3,7,56.20152584080593,15.388495780951438,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_0.3_normal_dos_reconnaissance_loss0.csv,MARL
cic,Random,0.3,9,66.31090659661373,26.986526758631197,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_0.3_normal_dos_reconnaissance_loss10.csv,MARL
cic,Random,0.3,8,76.47279445943782,17.907207461499013,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_0.3_normal_dos_reconnaissance_loss30.csv,MARL
cic,Random,0.3,8,87.165086025268,41.022657741476934,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_0.3_normal_dos_reconnaissance_loss50.csv,MARL
cic,Random,0.3,9,95.32387416395468,23.873465706436384,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_0.3_normal_exploits_loss0.csv,MARL
cic,Random,0.3,7,54.24497181647889,29.62916048638118,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_0.3_normal_exploits_loss10.csv,MARL
cic,Random,0.3,7,67.58618688072,11.249038282170943,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_0.3_normal_exploits_loss30.csv,MARL
cic,Random,0.3,9,77.9838228917609,26.52644641781339,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_0.3_normal_exploits_loss50.csv,MARL
cic,Random,0.3,8,88.98070019235585,41.92026190623583,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_0.3_normal_fuzzers_loss0.csv,MARL
cic,Random,0.3,8,82.02215620825692,31.349489318532505,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_0.3_normal_fuzzers_loss10.csv,MARL
cic,Random,0.3,8,66.19653020335367,48.25735139053885,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_0.3_normal_fuzzers_loss30.csv,MARL
cic,Random,0.3,9,72.23963732226758,18.901842895395447,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_0.3_normal_fuzzers_loss50.csv,MARL
cic,Random,0.5,10,58.77167470451431,16.162184944450495,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_0.5_normal_dos_reconnaissance_loss0.csv,MARL
cic,Random,0.5,10,74.64692256875252,31.94446897913183,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_0.5_normal_dos_reconnaissance_loss10.csv,MARL
cic,Random,0.5,11,86.48681309003157,43.02500299303198,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_0.5_normal_dos_reconnaissance_loss30.csv,MARL
cic,Random,0.5,10,53.54976654041217,43.24786321083729,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_0.5_normal_dos_reconnaissance_loss50.csv,MARL
cic,Random,0.5,10,75.41958183063765,30.724216835435257,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_0.5_normal_exploits_loss0.csv,MARL
cic,Random,0.5,10,54.52293771713774,40.676679069146374,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_0.5_normal_exploits_loss10.csv,MARL
cic,Random,0.5,10,82.33635287116154,28.272581563683342,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_0.5_normal_exploits_loss30.csv,MARL
cic,Random,0.5,10,59.50738022347207,20.044727588962175,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_0.5_normal_exploits_loss50.csv,MARL
cic,Random,0.5,11,94.714411592865,34.80722602736009,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_0.5_normal_fuzzers_loss0.csv,MARL
cic,Random,0.5,10,75.27594913407353,16.959371595059697,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_0.5_normal_fuzzers_loss10.csv,MARL
cic,Random,0.5,10,92.61368585994062,24.723353630380444,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_0.5_normal_fuzzers_loss30.csv,MARL
cic,Random,0.5,10,99.56608524813814,10.166458385852316,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_0.5_normal_fuzzers_loss50.csv,MARL
cic,Random,1,8,72.8379969611876,15.482987161691035,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_1.0_normal_dos_reconnaissance_loss0.csv,MARL
cic,Random,1,8,83.12843929428915,32.16462035478214,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_1.0_normal_dos_reconnaissance_loss10.csv,MARL
cic,Random,1,8,77.4173442977301,16.01364134435547,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_1.0_normal_dos_reconnaissance_loss30.csv,MARL
cic,Random,1,8,64.1143271359956,17.230111037336897,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_1.0_normal_dos_reconnaissance_loss50.csv,MARL
cic,Random,1,7,58.422754096223635,36.80301854588337,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_1.0_normal_exploits_loss0.csv,MARL
cic,Random,1,8,65.78833368595765,32.13752060085217,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_1.0_normal_exploits_loss10.csv,MARL
cic,Random,1,8,99.79540245016749,15.54331865342398,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_1.0_normal_exploits_loss30.csv,MARL
cic,Random,1,7,63.55430140280685,21.25272816053755,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_1.0_normal_exploits_loss50.csv,MARL
cic,Random,1,8,84.27125995139346,47.37579557402088,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_1.0_normal_fuzzers_loss0.csv,MARL
cic,Random,1,9,81.11311762583954,49.345683854059665,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_1.0_normal_fuzzers_loss10.csv,MARL
cic,Random,1,7,74.09383186364079,27.052748595144255,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_1.0_normal_fuzzers_loss30.csv,MARL
cic,Random,1,8,50.29972474815573,10.716685245483395,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_1.0_normal_fuzzers_loss50.csv,MARL
cic,Random,2,10,68.60556762844834,40.07999211813012,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_2.0_normal_dos_reconnaissance_loss0.csv,MARL
cic,Random,2,10,68.67402642950655,40.98543176459012,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_2.0_normal_dos_reconnaissance_loss10.csv,MARL
cic,Random,2,11,87.95537803901627,33.42326328031251,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_2.0_normal_dos_reconnaissance_loss30.csv,MARL
cic,Random,2,10,54.6058833993839,20.811338619931853,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_2.0_normal_dos_reconnaissance_loss50.csv,MARL
cic,Random,2,10,63.82645579001394,24.996658618071734,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_2.0_normal_exploits_loss0.csv,MARL
cic,Random,2,9,66.51893411502446,46.62521517038475,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_2.0_normal_exploits_loss10.csv,MARL
cic,Random,2,10,98.24114412727552,20.359453816475135,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_2.0_normal_exploits_loss30.csv,MARL
cic,Random,2,10,59.83878813763367,43.95565541719392,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_2.0_normal_exploits_loss50.csv,MARL
cic,Random,2,10,59.935139716833866,15.462636012832611,0,0,0,marl_xgb_Random_topology_cic_traffic_metrics_2.0_normal_fuzzers_loss0.csv,MARL
cic,Random,2,10,65.68373475704983,39.75034258954463,0.1,0.1,0.1,marl_xgb_Random_topology_cic_traffic_metrics_2.0_normal_fuzzers_loss10.csv,MARL
cic,Random,2,9,64.598750160241,26.40905249833218,0.3,0.3,0.3,marl_xgb_Random_topology_cic_traffic_metrics_2.0_normal_fuzzers_loss30.csv,MARL
cic,Random,2,9,62.2423829201779,17.96994747877168,0.5,0.5,0.5,marl_xgb_Random_topology_cic_traffic_metrics_2.0_normal_fuzzers_loss50.csv,MARL
ton,Random,0.1,6,63.39345987954315,39.804564598065866,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_0.1_normal_dos_reconnaissance_loss0.csv,MARL
ton,Random,0.1,5,80.63345659426015,14.0266707920806,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_0.1_normal_dos_reconnaissance_loss10.csv,MARL
ton,Random,0.1,5,82.9110412252335,25.353483324748545,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_0.1_normal_dos_reconnaissance_loss30.csv,MARL
ton,Random,0.1,5,89.59084412844396,43.42758798832348,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_0.1_normal_dos_reconnaissance_loss50.csv,MARL
ton,Random,0.1,5,83.70478304084018,48.36260909747784,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_0.1_normal_exploits_loss0.csv,MARL
ton,Random,0.1,6,62.876191195376734,26.486795054847462,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_0.1_normal_exploits_loss10.csv,MARL
ton,Random,0.1,5,83.86200723273623,33.460122872289766,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_0.1_normal_exploits_loss30.csv,MARL
ton,Random,0.1,6,54.27729033317845,35.69654865347559,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_0.1_normal_exploits_loss50.csv,MARL
ton,Random,0.1,8,60.51370259096534,38.00296344759164,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_0.1_normal_fuzzers_loss0.csv,MARL
ton,Random,0.1,8,75.98130498718612,45.10506274067087,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_0.1_normal_fuzzers_loss10.csv,MARL
ton,Random,0.1,8,98.24129700815595,40.17916989245285,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_0.1_normal_fuzzers_loss30.csv,MARL
ton,Random,0.1,8,86.5511827808007,15.920300800535257,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_0.1_normal_fuzzers_loss50.csv,MARL
ton,Random,0.3,9,79.1531794328667,26.72090597039473,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_0.3_normal_dos_reconnaissance_loss0.csv,MARL
ton,Random,0.3,10,63.77244971671034,45.30834653293921,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_0.3_normal_dos_reconnaissance_loss10.csv,MARL
ton,Random,0.3,11,65.90878721579946,42.15340828793133,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_0.3_normal_dos_reconnaissance_loss30.csv,MARL
ton,Random,0.3,10,80.50637119230339,13.756934207882525,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_0.3_normal_dos_reconnaissance_loss50.csv,MARL
ton,Random,0.3,7,73.29190010342464,16.544638478407187,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_0.3_normal_exploits_loss0.csv,MARL
ton,Random,0.3,8,93.33865032224747,28.514762632773795,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_0.3_normal_exploits_loss10.csv,MARL
ton,Random,0.3,8,84.22664377848791,44.433906409329694,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_0.3_normal_exploits_loss30.csv,MARL
ton,Random,0.3,9,72.28316650016069,35.40465933323343,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_0.3_normal_exploits_loss50.csv,MARL
ton,Random,0.3,9,74.72380057948256,41.922885146991845,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_0.3_normal_fuzzers_loss0.csv,MARL
ton,Random,0.3,10,51.67695901538206,24.170611586425196,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_0.3_normal_fuzzers_loss10.csv,MARL
ton,Random,0.3,10,60.31423993269648,48.755586085587446,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_0.3_normal_fuzzers_loss30.csv,MARL
ton,Random,0.3,9,76.34156004798578,21.91739888158992,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_0.3_normal_fuzzers_loss50.csv,MARL
ton,Random,0.5,10,59.60337877564476,19.87005507255406,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_0.5_normal_dos_reconnaissance_loss0.csv,MARL
ton,Random,0.5,11,74.5456527783568,30.48648001064615,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_0.5_normal_dos_reconnaissance_loss10.csv,MARL
ton,Random,0.5,11,55.53619552669571,14.357947696361409,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_0.5_normal_dos_reconnaissance_loss30.csv,MARL
ton,Random,0.5,10,81.87160953330634,39.234556918774,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_0.5_normal_dos_reconnaissance_loss50.csv,MARL
ton,Random,0.5,10,61.317154998772594,24.876520630463617,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_0.5_normal_exploits_loss0.csv,MARL
ton,Random,0.5,10,93.42059250751689,41.0482745140028,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_0.5_normal_exploits_loss10.csv,MARL
ton,Random,0.5,10,84.9703470891101,35.91160112354263,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_0.5_normal_exploits_loss30.csv,MARL
ton,Random,0.5,10,79.11260023212745,21.0113513336125,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_0.5_normal_exploits_loss50.csv,MARL
ton,Random,0.5,10,88.48952678907604,15.80939680496108,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_0.5_normal_fuzzers_loss0.csv,MARL
ton,Random,0.5,11,51.531492203767876,34.35487358543038,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_0.5_normal_fuzzers_loss10.csv,MARL
ton,Random,0.5,10,97.72965627759488,17.60521794033928,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_0.5_normal_fuzzers_loss30.csv,MARL
ton,Random,0.5,10,64.62699982638405,27.035921423339133,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_0.5_normal_fuzzers_loss50.csv,MARL
ton,Random,1,10,69.13815130566117,21.19463083959555,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_1.0_normal_dos_reconnaissance_loss0.csv,MARL
ton,Random,1,9,84.16431272391678,17.189794233836302,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_1.0_normal_dos_reconnaissance_loss10.csv,MARL
ton,Random,1,10,87.46711540999614,44.10954184694575,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_1.0_normal_dos_reconnaissance_loss30.csv,MARL
ton,Random,1,10,74.72011476841669,48.566229601515865,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_1.0_normal_dos_reconnaissance_loss50.csv,MARL
ton,Random,1,9,78.85252999732492,10.070809402467278,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_1.0_normal_exploits_loss0.csv,MARL
ton,Random,1,11,69.37681229210303,22.263056024282218,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_1.0_normal_exploits_loss10.csv,MARL
ton,Random,1,10,79.50657359359298,45.799649212453055,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_1.0_normal_exploits_loss30.csv,MARL
ton,Random,1,11,76.7659168274219,19.93235326200829,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_1.0_normal_exploits_loss50.csv,MARL
ton,Random,1,10,93.67843603877144,17.07686290655877,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_1.0_normal_fuzzers_loss0.csv,MARL
ton,Random,1,9,85.53646093310311,29.68192595115302,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_1.0_normal_fuzzers_loss10.csv,MARL
ton,Random,1,10,58.84242989524832,14.78562415319498,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_1.0_normal_fuzzers_loss30.csv,MARL
ton,Random,1,10,64.20852587524523,10.84385946421435,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_1.0_normal_fuzzers_loss50.csv,MARL
ton,Random,2,10,84.61390022550054,36.38403587906609,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_2.0_normal_dos_reconnaissance_loss0.csv,MARL
ton,Random,2,10,82.30218956885491,46.91394226176042,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_2.0_normal_dos_reconnaissance_loss10.csv,MARL
ton,Random,2,9,69.25065655387064,40.710755173693485,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_2.0_normal_dos_reconnaissance_loss30.csv,MARL
ton,Random,2,10,96.4698834953404,34.80513249696228,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_2.0_normal_dos_reconnaissance_loss50.csv,MARL
ton,Random,2,11,53.50431719765088,40.58189891752673,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_2.0_normal_exploits_loss0.csv,MARL
ton,Random,2,10,57.741224753234064,29.697075314440504,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_2.0_normal_exploits_loss10.csv,MARL
ton,Random,2,10,56.920357015968065,19.578638409631317,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_2.0_normal_exploits_loss30.csv,MARL
ton,Random,2,11,54.48299241341844,35.18360413458995,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_2.0_normal_exploits_loss50.csv,MARL
ton,Random,2,10,93.31249967650916,38.59867742766923,0,0,0,marl_xgb_Random_topology_ton_traffic_metrics_2.0_normal_fuzzers_loss0.csv,MARL
ton,Random,2,10,93.8195130731496,47.153827358726986,0.1,0.1,0.1,marl_xgb_Random_topology_ton_traffic_metrics_2.0_normal_fuzzers_loss10.csv,MARL
ton,Random,2,10,52.41597422789376,22.809274573075665,0.3,0.3,0.3,marl_xgb_Random_topology_ton_traffic_metrics_2.0_normal_fuzzers_loss30.csv,MARL
ton,Random,2,10,53.48684903324266,22.42764426773109,0.5,0.5,0.5,marl_xgb_Random_topology_ton_traffic_metrics_2.0_normal_fuzzers_loss50.csv,MARL
unsw,Random,0.1,4,69.18555977374257,10.549653316596943,0,0,0,marl_xgb_Random_topology_unsw_traffic_metrics_0.1_normal_dos_reconnaissance_loss0.csv,MARL
unsw,Random,0.1,4,59.603221988276054,44.36287848932723,0.1,0.1,0.1,marl_xgb_Random_topology_unsw_traffic_metrics_0.1_normal_dos_reconnaissance_loss10.csv,MARL
unsw,Random,0.1,4,63.196980997836995,16.77818557012359,0.3,0.3,0.3,marl_xgb_Random_topology_unsw_traffic_metrics_0.1_normal_dos_reconnaissance_loss30.csv,MARL
unsw,Random,0.1,4,58.45285673510537,40.234705365226105,0.5,0.5,0.5,marl_xgb_Random_topology_unsw_traffic_metrics_0.1_normal_dos_reconnaissance_loss50.csv,MARL
unsw,Random,0.1,3,50.340383200463094,49.145473817661085,0,0,0,marl_xgb_Random_topology_unsw_traffic_metrics_0.1_normal_exploits_loss0.csv,MARL
unsw,Random,0.1,3,61.54648718173374,39.285187992649256,0.1,0.1,0.1,marl_xgb_Random_topology_unsw_traffic_metrics_0.1_normal_exploits_loss10.csv,MARL
unsw,Random,0.1,3,76.10281245128772,45.18853692196238,0.3,0.3,0.3,marl_xgb_Random_topology_unsw_traffic_metrics_0.1_normal_exploits_loss30.csv,MARL
unsw,Random,0.1,3,79.81889686922877,38.522837194660326,0.5,0.5,0.5,marl_xgb_Random_topology_unsw_traffic_metrics_0.1_normal_exploits_loss50.csv,MARL
unsw,Random,0.3,9,59.31429795385296,34.48230680919521,0,0,0,marl_xgb_Random_topology_unsw_traffic_metrics_0.3_normal_dos_reconnaissance_loss0.csv,MARL
unsw,Random,0.3,10,85.10465955736942,34.66661869176153,0.1,0.1,0.1,marl_xgb_Random_topology_unsw_traffic_metrics_0.3_normal_dos_reconnaissance_loss10.csv,MARL
unsw,Random,0.3,8,84.32687019042876,44.683636668838915,0.3,0.3,0.3,marl_xgb_Random_topology_unsw_traffic_metrics_0.3_normal_dos_reconnaissance_loss30.csv,MARL
unsw,Random,0.3,8,52.231766292873395,24.810253711672303,0.5,0.5,0.5,marl_xgb_Random_topology_unsw_traffic_metrics_0.3_normal_dos_reconnaissance_loss50.csv,MARL
unsw,Random,0.3,8,60.00786822075405,14.55244236310811,0,0,0,marl_xgb_Random_topology_unsw_traffic_metrics_0.3_normal_exploits_loss0.csv,MARL
unsw,Random,0.3,8,57.95438363160317,36.60198259290059,0.1,0.1,0.1,marl_xgb_Random_topology_unsw_traffic_metrics_0.3_normal_exploits_loss10.csv,MARL
unsw,Random,0.3,9,74.53400258402752,19.944459438444547,0.3,0.3,0.3,marl_xgb_Random_topology_unsw_traffic_metrics_0.3_normal_exploits_loss30.csv,MARL
unsw,Random,0.3,8,95.45665075664056,28.951992401604883,0.5,0.5,0.5,marl_xgb_Random_topology_unsw_traffic_metrics_0.3_normal_exploits_loss50.csv,MARL
unsw,Random,0.5,9,62.48385864999193,16.995788900055437,0,0,0,marl_xgb_Random_topology_unsw_traffic_metrics_0.5_normal_dos_reconnaissance_loss0.csv,MARL
unsw,Random,0.5,8,74.24504364314811,46.6279343153097,0.1,0.1,0.1,marl_xgb_Random_topology_unsw_traffic_metrics_0.5_normal_dos_reconnaissance_loss10.csv,MARL
unsw,Random,0.5,7,84.24935029849004,30.189995980122827,0.3,0.3,0.3,marl_xgb_Random_topology_unsw_traffic_metrics_0.5_normal_dos_reconnaissance_loss30.csv,MARL
unsw,Random,0.5,7,65.00398568759883,13.441441613236137,0.5,0.5,0.5,marl_xgb_Random_topology_unsw_traffic_metrics_0.5_normal_dos_reconnaissance_loss50.csv,MARL
unsw,Random,0.5,8,94.40070754482574,48.23248245346235,0,0,0,marl_xgb_Random_topology_unsw_traffic_metrics_0.5_normal_exploits_loss0.csv,MARL
unsw,Random,0.5,8,82.49873695870417,32.57539183541141,0.1,0.1,0.1,marl_xgb_Random_topology_unsw_traffic_metrics_0.5_normal_exploits_loss10.csv,MARL
unsw,Random,0.5,8,71.55152674152711,10.742171469102589,0.3,0.3,0.3,marl_xgb_Random_topology_unsw_traffic_metrics_0.5_normal_exploits_loss30.csv,MARL
unsw,Random,0.5,9,66.26263527001085,45.61497002983904,0.5,0.5,0.5,marl_xgb_Random_topology_unsw_traffic_metrics_0.5_normal_exploits_loss50.csv,MARL
unsw,Random,1,5,94.29317685652332,32.889978176282575,0,0,0,marl_xgb_Random_topology_unsw_traffic_metrics_1.0_normal_dos_reconnaissance_loss0.csv,MARL
